"Tabela 3741 - Taxa de analfabetismo das pessoas de 10 a 17 anos de idade e Percentual de pessoas que não frequentavam escola na população de 10 a 17 anos de idade, por grupos de idade e situação de ocupação na semana de referência"
"Variável - Taxa de analfabetismo das pessoas de 10 a 17 anos de idade (%)"
"Município";"Situação de ocupação na semana de referência";"Ano x Grupo de idade"
"Município";"Situação de ocupação na semana de referência";"2010"
"Município";"Situação de ocupação na semana de referência";"Total"
"Governador Luiz Rocha (MA)";"Total";"9,4"
"Governador Newton Bello (MA)";"Total";"13,3"
"Governador Nunes Freire (MA)";"Total";"6,0"
"Graça Aranha (MA)";"Total";"8,1"
"Grajaú (MA)";"Total";"10,9"
"Guimarães (MA)";"Total";"2,7"
"Humberto de Campos (MA)";"Total";"7,2"
"Icatu (MA)";"Total";"5,0"
"Igarapé do Meio (MA)";"Total";"11,9"
"Igarapé Grande (MA)";"Total";"5,2"
"Imperatriz (MA)";"Total";"2,6"
"Itaipava do Grajaú (MA)";"Total";"12,9"
"Itapecuru Mirim (MA)";"Total";"8,6"
"Itinga do Maranhão (MA)";"Total";"5,0"
"Jatobá (MA)";"Total";"9,5"
"Jenipapo dos Vieiras (MA)";"Total";"15,9"
"João Lisboa (MA)";"Total";"6,3"
"Joselândia (MA)";"Total";"10,5"
"Junco do Maranhão (MA)";"Total";"7,2"
"Lago da Pedra (MA)";"Total";"10,4"
"Lago do Junco (MA)";"Total";"7,7"
"Lago Verde (MA)";"Total";"9,4"
"Lagoa do Mato (MA)";"Total";"5,8"
"Lago dos Rodrigues (MA)";"Total";"5,7"
"Lagoa Grande do Maranhão (MA)";"Total";"16,3"
"Lajeado Novo (MA)";"Total";"5,7"
"Lima Campos (MA)";"Total";"5,8"
"Loreto (MA)";"Total";"6,3"
"Luís Domingues (MA)";"Total";"6,2"
"Magalhães de Almeida (MA)";"Total";"10,4"
"Maracaçumé (MA)";"Total";"9,1"
"Marajá do Sena (MA)";"Total";"18,0"
"Maranhãozinho (MA)";"Total";"12,2"
"Mata Roma (MA)";"Total";"13,2"
"Matinha (MA)";"Total";"6,5"
"Matões (MA)";"Total";"10,9"
"Matões do Norte (MA)";"Total";"14,1"
"Milagres do Maranhão (MA)";"Total";"11,4"
"Mirador (MA)";"Total";"10,0"
